Date,Item,Sales (Qty),Weather,Event,Sales (Qty)_lag_1,Sales (Qty)_lag_2,Sales (Qty)_lag_3,Sales (Qty)_lag_4,Sales (Qty)_lag_5,Sales (Qty)_lag_6,Sales (Qty)_lag_7,Day of Week,Month
2023-12-12,Burger,57,Sunny,Holiday,57.0,39.0,53.0,51.0,53.0,51.0,48.0,1,12
2023-12-12,Pasta,52,Rainy,Holiday,57.0,57.0,39.0,53.0,51.0,53.0,51.0,1,12
2023-12-12,Pasta,44,Rainy,Holiday,52.0,57.0,57.0,39.0,53.0,51.0,53.0,1,12
2023-12-12,Pasta,56,Rainy,Festival,44.0,52.0,57.0,57.0,39.0,53.0,51.0,1,12
2023-12-12,Burger,52,Cloudy,Festival,56.0,44.0,52.0,57.0,57.0,39.0,53.0,1,12
2023-12-12,Burger,45,Cloudy,Holiday,52.0,56.0,44.0,52.0,57.0,57.0,39.0,1,12
2023-12-12,Burger,45,Sunny,None,45.0,52.0,56.0,44.0,52.0,57.0,57.0,1,12
2023-12-12,Pizza,46,Cloudy,Festival,45.0,45.0,52.0,56.0,44.0,52.0,57.0,1,12
2023-12-12,Pasta,56,Sunny,Holiday,46.0,45.0,45.0,52.0,56.0,44.0,52.0,1,12
2023-12-12,Pizza,41,Sunny,None,56.0,46.0,45.0,45.0,52.0,56.0,44.0,1,12
2023-12-12,Burger,53,Sunny,None,41.0,56.0,46.0,45.0,45.0,52.0,56.0,1,12
2023-12-12,Burger,48,Sunny,Holiday,53.0,41.0,56.0,46.0,45.0,45.0,52.0,1,12
2023-12-12,Pizza,27,Cloudy,None,48.0,53.0,41.0,56.0,46.0,45.0,45.0,1,12
2023-12-12,Pasta,46,Cloudy,None,27.0,48.0,53.0,41.0,56.0,46.0,45.0,1,12
2023-12-12,Pasta,46,Sunny,Festival,46.0,27.0,48.0,53.0,41.0,56.0,46.0,1,12
2023-12-12,Pasta,45,Sunny,Holiday,46.0,46.0,27.0,48.0,53.0,41.0,56.0,1,12
2023-12-12,Burger,49,Rainy,None,45.0,46.0,46.0,27.0,48.0,53.0,41.0,1,12
2023-12-12,Pasta,61,Rainy,None,49.0,45.0,46.0,46.0,27.0,48.0,53.0,1,12
2023-12-12,Burger,53,Cloudy,Festival,61.0,49.0,45.0,46.0,46.0,27.0,48.0,1,12
2023-12-12,Pasta,51,Sunny,None,53.0,61.0,49.0,45.0,46.0,46.0,27.0,1,12
2023-12-12,Pasta,52,Sunny,None,51.0,53.0,61.0,49.0,45.0,46.0,46.0,1,12
2023-12-12,Pasta,51,Rainy,Festival,52.0,51.0,53.0,61.0,49.0,45.0,46.0,1,12
2023-12-12,Burger,60,Sunny,None,51.0,52.0,51.0,53.0,61.0,49.0,45.0,1,12
2023-12-12,Pasta,43,Sunny,Festival,60.0,51.0,52.0,51.0,53.0,61.0,49.0,1,12
2023-12-12,Pizza,45,Sunny,None,43.0,60.0,51.0,52.0,51.0,53.0,61.0,1,12
2023-12-12,Pasta,54,Rainy,None,45.0,43.0,60.0,51.0,52.0,51.0,53.0,1,12
2023-12-12,Burger,53,Rainy,Festival,54.0,45.0,43.0,60.0,51.0,52.0,51.0,1,12
2023-12-13,Pasta,49,Rainy,None,53.0,54.0,45.0,43.0,60.0,51.0,52.0,2,12
2023-12-13,Pasta,37,Cloudy,Festival,49.0,53.0,54.0,45.0,43.0,60.0,51.0,2,12
2023-12-13,Pizza,50,Rainy,Holiday,37.0,49.0,53.0,54.0,45.0,43.0,60.0,2,12
2023-12-13,Pizza,41,Sunny,Festival,50.0,37.0,49.0,53.0,54.0,45.0,43.0,2,12
2023-12-13,Pasta,45,Cloudy,Festival,41.0,50.0,37.0,49.0,53.0,54.0,45.0,2,12
2023-12-13,Pasta,42,Sunny,None,45.0,41.0,50.0,37.0,49.0,53.0,54.0,2,12
2023-12-13,Burger,44,Cloudy,Holiday,42.0,45.0,41.0,50.0,37.0,49.0,53.0,2,12
2023-12-13,Burger,50,Sunny,Holiday,44.0,42.0,45.0,41.0,50.0,37.0,49.0,2,12
2023-12-13,Pasta,43,Sunny,Festival,50.0,44.0,42.0,45.0,41.0,50.0,37.0,2,12
2023-12-13,Burger,64,Rainy,Festival,43.0,50.0,44.0,42.0,45.0,41.0,50.0,2,12
2023-12-13,Pasta,67,Rainy,None,64.0,43.0,50.0,44.0,42.0,45.0,41.0,2,12
2023-12-13,Pizza,38,Cloudy,None,67.0,64.0,43.0,50.0,44.0,42.0,45.0,2,12
2023-12-13,Pasta,52,Sunny,Festival,38.0,67.0,64.0,43.0,50.0,44.0,42.0,2,12
2023-12-13,Burger,43,Rainy,None,52.0,38.0,67.0,64.0,43.0,50.0,44.0,2,12
2023-12-13,Burger,66,Sunny,None,43.0,52.0,38.0,67.0,64.0,43.0,50.0,2,12
2023-12-13,Pasta,39,Cloudy,Holiday,66.0,43.0,52.0,38.0,67.0,64.0,43.0,2,12
2023-12-13,Pizza,53,Cloudy,Holiday,39.0,66.0,43.0,52.0,38.0,67.0,64.0,2,12
2023-12-13,Pizza,49,Cloudy,Festival,53.0,39.0,66.0,43.0,52.0,38.0,67.0,2,12
2023-12-13,Burger,52,Cloudy,None,49.0,53.0,39.0,66.0,43.0,52.0,38.0,2,12
2023-12-13,Pizza,46,Cloudy,Festival,52.0,49.0,53.0,39.0,66.0,43.0,52.0,2,12
2023-12-13,Pasta,53,Cloudy,Festival,46.0,52.0,49.0,53.0,39.0,66.0,43.0,2,12
2023-12-13,Burger,45,Cloudy,None,53.0,46.0,52.0,49.0,53.0,39.0,66.0,2,12
2023-12-13,Pizza,55,Rainy,None,45.0,53.0,46.0,52.0,49.0,53.0,39.0,2,12
2023-12-13,Pizza,56,Rainy,Festival,55.0,45.0,53.0,46.0,52.0,49.0,53.0,2,12
2023-12-13,Burger,64,Rainy,Holiday,56.0,55.0,45.0,53.0,46.0,52.0,49.0,2,12
2023-12-13,Burger,37,Cloudy,None,64.0,56.0,55.0,45.0,53.0,46.0,52.0,2,12
2023-12-13,Pasta,51,Sunny,None,37.0,64.0,56.0,55.0,45.0,53.0,46.0,2,12
2023-12-13,Burger,51,Cloudy,Festival,51.0,37.0,64.0,56.0,55.0,45.0,53.0,2,12
2023-12-13,Burger,45,Sunny,Festival,51.0,51.0,37.0,64.0,56.0,55.0,45.0,2,12
2023-12-13,Burger,51,Sunny,Holiday,45.0,51.0,51.0,37.0,64.0,56.0,55.0,2,12
2023-12-13,Pasta,49,Sunny,Holiday,51.0,45.0,51.0,51.0,37.0,64.0,56.0,2,12
2023-12-13,Pizza,61,Sunny,Holiday,49.0,51.0,45.0,51.0,51.0,37.0,64.0,2,12
2023-12-13,Pizza,51,Sunny,Festival,61.0,49.0,51.0,45.0,51.0,51.0,37.0,2,12
2023-12-13,Pizza,45,Cloudy,None,51.0,61.0,49.0,51.0,45.0,51.0,51.0,2,12
2023-12-13,Pasta,58,Rainy,Festival,45.0,51.0,61.0,49.0,51.0,45.0,51.0,2,12
2023-12-14,Pasta,48,Cloudy,None,58.0,45.0,51.0,61.0,49.0,51.0,45.0,3,12
2023-12-14,Pasta,53,Rainy,Holiday,48.0,58.0,45.0,51.0,61.0,49.0,51.0,3,12
2023-12-14,Pasta,46,Rainy,Holiday,53.0,48.0,58.0,45.0,51.0,61.0,49.0,3,12
2023-12-14,Burger,44,Rainy,Holiday,46.0,53.0,48.0,58.0,45.0,51.0,61.0,3,12
2023-12-14,Pizza,59,Rainy,Festival,44.0,46.0,53.0,48.0,58.0,45.0,51.0,3,12
2023-12-14,Burger,37,Cloudy,Festival,59.0,44.0,46.0,53.0,48.0,58.0,45.0,3,12
2023-12-14,Burger,48,Sunny,Festival,37.0,59.0,44.0,46.0,53.0,48.0,58.0,3,12
2023-12-14,Pizza,53,Rainy,None,48.0,37.0,59.0,44.0,46.0,53.0,48.0,3,12
2023-12-14,Burger,52,Rainy,Holiday,53.0,48.0,37.0,59.0,44.0,46.0,53.0,3,12
2023-12-14,Burger,49,Sunny,Festival,52.0,53.0,48.0,37.0,59.0,44.0,46.0,3,12
2023-12-14,Burger,51,Sunny,Festival,49.0,52.0,53.0,48.0,37.0,59.0,44.0,3,12
2023-12-14,Burger,40,Cloudy,Festival,51.0,49.0,52.0,53.0,48.0,37.0,59.0,3,12
2023-12-14,Pizza,56,Cloudy,Festival,40.0,51.0,49.0,52.0,53.0,48.0,37.0,3,12
2023-12-14,Pasta,35,Rainy,None,56.0,40.0,51.0,49.0,52.0,53.0,48.0,3,12
2023-12-14,Burger,48,Rainy,None,35.0,56.0,40.0,51.0,49.0,52.0,53.0,3,12
2023-12-14,Burger,52,Rainy,Festival,48.0,35.0,56.0,40.0,51.0,49.0,52.0,3,12
2023-12-14,Burger,48,Sunny,Festival,52.0,48.0,35.0,56.0,40.0,51.0,49.0,3,12
2023-12-14,Pasta,67,Sunny,None,48.0,52.0,48.0,35.0,56.0,40.0,51.0,3,12
2023-12-14,Pizza,48,Rainy,Festival,67.0,48.0,52.0,48.0,35.0,56.0,40.0,3,12
2023-12-14,Burger,40,Sunny,None,48.0,67.0,48.0,52.0,48.0,35.0,56.0,3,12
2023-12-14,Burger,42,Rainy,Festival,40.0,48.0,67.0,48.0,52.0,48.0,35.0,3,12
2023-12-14,Pasta,49,Rainy,Holiday,42.0,40.0,48.0,67.0,48.0,52.0,48.0,3,12
2023-12-14,Burger,48,Cloudy,None,49.0,42.0,40.0,48.0,67.0,48.0,52.0,3,12
2023-12-14,Pasta,58,Rainy,Holiday,48.0,49.0,42.0,40.0,48.0,67.0,48.0,3,12
2023-12-14,Burger,48,Sunny,None,58.0,48.0,49.0,42.0,40.0,48.0,67.0,3,12
2023-12-14,Pasta,55,Sunny,None,48.0,58.0,48.0,49.0,42.0,40.0,48.0,3,12
2023-12-14,Burger,43,Rainy,Holiday,55.0,48.0,58.0,48.0,49.0,42.0,40.0,3,12
2023-12-14,Burger,49,Rainy,Holiday,43.0,55.0,48.0,58.0,48.0,49.0,42.0,3,12
2023-12-14,Pizza,50,Rainy,None,49.0,43.0,55.0,48.0,58.0,48.0,49.0,3,12
2023-12-14,Burger,45,Rainy,None,50.0,49.0,43.0,55.0,48.0,58.0,48.0,3,12
2023-12-14,Pizza,49,Sunny,Festival,45.0,50.0,49.0,43.0,55.0,48.0,58.0,3,12
2023-12-14,Pasta,50,Sunny,Holiday,49.0,45.0,50.0,49.0,43.0,55.0,48.0,3,12
2023-12-14,Pizza,54,Sunny,Festival,50.0,49.0,45.0,50.0,49.0,43.0,55.0,3,12
2023-12-14,Pasta,55,Cloudy,Holiday,54.0,50.0,49.0,45.0,50.0,49.0,43.0,3,12
2023-12-14,Pasta,53,Cloudy,Festival,55.0,54.0,50.0,49.0,45.0,50.0,49.0,3,12
2023-12-14,Pasta,60,Cloudy,Holiday,53.0,55.0,54.0,50.0,49.0,45.0,50.0,3,12
2023-12-14,Burger,64,Sunny,None,60.0,53.0,55.0,54.0,50.0,49.0,45.0,3,12
2023-12-14,Pasta,55,Rainy,Festival,64.0,60.0,53.0,55.0,54.0,50.0,49.0,3,12
2023-12-14,Pasta,39,Sunny,Festival,55.0,64.0,60.0,53.0,55.0,54.0,50.0,3,12
2023-12-14,Burger,46,Rainy,Festival,39.0,55.0,64.0,60.0,53.0,55.0,54.0,3,12
2023-12-14,Pasta,48,Cloudy,None,46.0,39.0,55.0,64.0,60.0,53.0,55.0,3,12
2023-12-15,Pasta,54,Sunny,Festival,48.0,46.0,39.0,55.0,64.0,60.0,53.0,4,12
2023-12-15,Pasta,50,Sunny,Holiday,54.0,48.0,46.0,39.0,55.0,64.0,60.0,4,12
2023-12-15,Pizza,51,Sunny,Festival,50.0,54.0,48.0,46.0,39.0,55.0,64.0,4,12
2023-12-15,Pizza,54,Cloudy,Festival,51.0,50.0,54.0,48.0,46.0,39.0,55.0,4,12
2023-12-15,Pasta,46,Cloudy,Festival,54.0,51.0,50.0,54.0,48.0,46.0,39.0,4,12
2023-12-15,Burger,59,Rainy,None,46.0,54.0,51.0,50.0,54.0,48.0,46.0,4,12
2023-12-15,Pasta,55,Sunny,Festival,59.0,46.0,54.0,51.0,50.0,54.0,48.0,4,12
2023-12-15,Pizza,48,Rainy,Holiday,55.0,59.0,46.0,54.0,51.0,50.0,54.0,4,12
2023-12-15,Pasta,52,Rainy,None,48.0,55.0,59.0,46.0,54.0,51.0,50.0,4,12
2023-12-15,Pasta,58,Rainy,None,52.0,48.0,55.0,59.0,46.0,54.0,51.0,4,12
2023-12-15,Pizza,60,Cloudy,Holiday,58.0,52.0,48.0,55.0,59.0,46.0,54.0,4,12
2023-12-15,Pizza,59,Rainy,Holiday,60.0,58.0,52.0,48.0,55.0,59.0,46.0,4,12
2023-12-15,Pasta,54,Sunny,None,59.0,60.0,58.0,52.0,48.0,55.0,59.0,4,12
2023-12-15,Burger,52,Rainy,Holiday,54.0,59.0,60.0,58.0,52.0,48.0,55.0,4,12
2023-12-15,Burger,45,Rainy,Festival,52.0,54.0,59.0,60.0,58.0,52.0,48.0,4,12
2023-12-15,Burger,67,Cloudy,None,45.0,52.0,54.0,59.0,60.0,58.0,52.0,4,12
2023-12-15,Burger,50,Sunny,Holiday,67.0,45.0,52.0,54.0,59.0,60.0,58.0,4,12
2023-12-15,Burger,53,Cloudy,None,50.0,67.0,45.0,52.0,54.0,59.0,60.0,4,12
2023-12-15,Pasta,45,Cloudy,Holiday,53.0,50.0,67.0,45.0,52.0,54.0,59.0,4,12
2023-12-15,Pizza,49,Cloudy,None,45.0,53.0,50.0,67.0,45.0,52.0,54.0,4,12
2023-12-15,Burger,55,Sunny,None,49.0,45.0,53.0,50.0,67.0,45.0,52.0,4,12
2023-12-15,Pasta,42,Cloudy,None,55.0,49.0,45.0,53.0,50.0,67.0,45.0,4,12
2023-12-15,Pasta,39,Rainy,None,42.0,55.0,49.0,45.0,53.0,50.0,67.0,4,12
2023-12-15,Pasta,47,Rainy,Holiday,39.0,42.0,55.0,49.0,45.0,53.0,50.0,4,12
2023-12-15,Pasta,54,Cloudy,Holiday,47.0,39.0,42.0,55.0,49.0,45.0,53.0,4,12
2023-12-15,Pizza,47,Rainy,None,54.0,47.0,39.0,42.0,55.0,49.0,45.0,4,12
2023-12-15,Pasta,51,Cloudy,None,47.0,54.0,47.0,39.0,42.0,55.0,49.0,4,12
2023-12-15,Pasta,59,Sunny,Festival,51.0,47.0,54.0,47.0,39.0,42.0,55.0,4,12
2023-12-15,Pasta,52,Sunny,Holiday,59.0,51.0,47.0,54.0,47.0,39.0,42.0,4,12
2023-12-15,Pasta,36,Cloudy,None,52.0,59.0,51.0,47.0,54.0,47.0,39.0,4,12
2023-12-15,Pizza,54,Sunny,None,36.0,52.0,59.0,51.0,47.0,54.0,47.0,4,12
2023-12-15,Pizza,42,Sunny,Holiday,54.0,36.0,52.0,59.0,51.0,47.0,54.0,4,12
2023-12-15,Pizza,62,Rainy,Holiday,42.0,54.0,36.0,52.0,59.0,51.0,47.0,4,12
2023-12-15,Burger,63,Cloudy,None,62.0,42.0,54.0,36.0,52.0,59.0,51.0,4,12
2023-12-15,Pasta,51,Cloudy,None,63.0,62.0,42.0,54.0,36.0,52.0,59.0,4,12
2023-12-15,Pasta,48,Sunny,Holiday,51.0,63.0,62.0,42.0,54.0,36.0,52.0,4,12
2023-12-15,Pasta,49,Sunny,Holiday,48.0,51.0,63.0,62.0,42.0,54.0,36.0,4,12
2023-12-15,Pasta,48,Cloudy,Holiday,49.0,48.0,51.0,63.0,62.0,42.0,54.0,4,12
2023-12-15,Pizza,53,Cloudy,None,48.0,49.0,48.0,51.0,63.0,62.0,42.0,4,12
2023-12-15,Pizza,46,Sunny,None,53.0,48.0,49.0,48.0,51.0,63.0,62.0,4,12
2023-12-15,Pizza,54,Cloudy,Holiday,46.0,53.0,48.0,49.0,48.0,51.0,63.0,4,12
2023-12-15,Pizza,47,Rainy,Holiday,54.0,46.0,53.0,48.0,49.0,48.0,51.0,4,12
2023-12-15,Burger,52,Cloudy,Festival,47.0,54.0,46.0,53.0,48.0,49.0,48.0,4,12
2023-12-15,Pizza,50,Rainy,Festival,52.0,47.0,54.0,46.0,53.0,48.0,49.0,4,12
2023-12-15,Pasta,46,Sunny,None,50.0,52.0,47.0,54.0,46.0,53.0,48.0,4,12
2023-12-15,Pasta,56,Cloudy,None,46.0,50.0,52.0,47.0,54.0,46.0,53.0,4,12
2023-12-15,Burger,44,Cloudy,None,56.0,46.0,50.0,52.0,47.0,54.0,46.0,4,12
2023-12-15,Pizza,45,Rainy,None,44.0,56.0,46.0,50.0,52.0,47.0,54.0,4,12
2023-12-16,Pizza,43,Cloudy,Holiday,45.0,44.0,56.0,46.0,50.0,52.0,47.0,5,12
2023-12-16,Pizza,47,Sunny,None,43.0,45.0,44.0,56.0,46.0,50.0,52.0,5,12
2023-12-16,Pizza,47,Rainy,Holiday,47.0,43.0,45.0,44.0,56.0,46.0,50.0,5,12
2023-12-16,Burger,60,Rainy,Festival,47.0,47.0,43.0,45.0,44.0,56.0,46.0,5,12
2023-12-16,Burger,60,Sunny,None,60.0,47.0,47.0,43.0,45.0,44.0,56.0,5,12
2023-12-16,Pasta,52,Cloudy,Holiday,60.0,60.0,47.0,47.0,43.0,45.0,44.0,5,12
2023-12-16,Pasta,38,Rainy,Festival,52.0,60.0,60.0,47.0,47.0,43.0,45.0,5,12
2023-12-16,Pasta,52,Rainy,None,38.0,52.0,60.0,60.0,47.0,47.0,43.0,5,12
2023-12-16,Burger,54,Rainy,Holiday,52.0,38.0,52.0,60.0,60.0,47.0,47.0,5,12
2023-12-16,Pasta,70,Sunny,Festival,54.0,52.0,38.0,52.0,60.0,60.0,47.0,5,12
2023-12-16,Burger,40,Sunny,Festival,70.0,54.0,52.0,38.0,52.0,60.0,60.0,5,12
2023-12-16,Pasta,48,Cloudy,Holiday,40.0,70.0,54.0,52.0,38.0,52.0,60.0,5,12
2023-12-16,Burger,36,Rainy,Festival,48.0,40.0,70.0,54.0,52.0,38.0,52.0,5,12
2023-12-16,Pizza,40,Sunny,Holiday,36.0,48.0,40.0,70.0,54.0,52.0,38.0,5,12
2023-12-16,Pizza,53,Sunny,Holiday,40.0,36.0,48.0,40.0,70.0,54.0,52.0,5,12
2023-12-16,Burger,39,Rainy,Holiday,53.0,40.0,36.0,48.0,40.0,70.0,54.0,5,12
2023-12-16,Burger,47,Cloudy,None,39.0,53.0,40.0,36.0,48.0,40.0,70.0,5,12
2023-12-16,Pizza,35,Sunny,Holiday,47.0,39.0,53.0,40.0,36.0,48.0,40.0,5,12
2023-12-16,Burger,45,Cloudy,None,35.0,47.0,39.0,53.0,40.0,36.0,48.0,5,12
2023-12-16,Burger,40,Rainy,Festival,45.0,35.0,47.0,39.0,53.0,40.0,36.0,5,12
2023-12-16,Pizza,55,Cloudy,Festival,40.0,45.0,35.0,47.0,39.0,53.0,40.0,5,12
2023-12-16,Pizza,45,Cloudy,Holiday,55.0,40.0,45.0,35.0,47.0,39.0,53.0,5,12
2023-12-16,Pasta,49,Sunny,Festival,45.0,55.0,40.0,45.0,35.0,47.0,39.0,5,12
2023-12-16,Pasta,32,Rainy,Holiday,49.0,45.0,55.0,40.0,45.0,35.0,47.0,5,12
2023-12-16,Burger,60,Sunny,None,32.0,49.0,45.0,55.0,40.0,45.0,35.0,5,12
2023-12-16,Pasta,41,Rainy,Holiday,60.0,32.0,49.0,45.0,55.0,40.0,45.0,5,12
2023-12-16,Pizza,42,Cloudy,Holiday,41.0,60.0,32.0,49.0,45.0,55.0,40.0,5,12
2023-12-16,Pasta,58,Sunny,Holiday,42.0,41.0,60.0,32.0,49.0,45.0,55.0,5,12
2023-12-16,Burger,44,Rainy,Festival,58.0,42.0,41.0,60.0,32.0,49.0,45.0,5,12
2023-12-16,Burger,42,Sunny,Holiday,44.0,58.0,42.0,41.0,60.0,32.0,49.0,5,12
2023-12-16,Pasta,49,Sunny,Holiday,42.0,44.0,58.0,42.0,41.0,60.0,32.0,5,12
2023-12-16,Burger,51,Cloudy,Holiday,49.0,42.0,44.0,58.0,42.0,41.0,60.0,5,12
2023-12-16,Burger,54,Rainy,Festival,51.0,49.0,42.0,44.0,58.0,42.0,41.0,5,12
2023-12-16,Pasta,63,Sunny,Holiday,54.0,51.0,49.0,42.0,44.0,58.0,42.0,5,12
2023-12-17,Burger,61,Cloudy,Holiday,63.0,54.0,51.0,49.0,42.0,44.0,58.0,6,12
2023-12-17,Pasta,43,Rainy,None,61.0,63.0,54.0,51.0,49.0,42.0,44.0,6,12
2023-12-17,Burger,47,Rainy,Holiday,43.0,61.0,63.0,54.0,51.0,49.0,42.0,6,12
2023-12-17,Burger,49,Rainy,Holiday,47.0,43.0,61.0,63.0,54.0,51.0,49.0,6,12
2023-12-17,Pizza,44,Cloudy,Holiday,49.0,47.0,43.0,61.0,63.0,54.0,51.0,6,12
2023-12-17,Pizza,45,Sunny,None,44.0,49.0,47.0,43.0,61.0,63.0,54.0,6,12
2023-12-17,Burger,50,Rainy,Festival,45.0,44.0,49.0,47.0,43.0,61.0,63.0,6,12
2023-12-17,Pasta,50,Sunny,Festival,50.0,45.0,44.0,49.0,47.0,43.0,61.0,6,12
2023-12-17,Burger,49,Sunny,Festival,50.0,50.0,45.0,44.0,49.0,47.0,43.0,6,12
2023-12-17,Pizza,64,Cloudy,None,49.0,50.0,50.0,45.0,44.0,49.0,47.0,6,12
2023-12-17,Pizza,52,Cloudy,Festival,64.0,49.0,50.0,50.0,45.0,44.0,49.0,6,12
2023-12-17,Burger,43,Rainy,Holiday,52.0,64.0,49.0,50.0,50.0,45.0,44.0,6,12
2023-12-17,Burger,65,Sunny,Holiday,43.0,52.0,64.0,49.0,50.0,50.0,45.0,6,12
2023-12-17,Pizza,38,Sunny,None,65.0,43.0,52.0,64.0,49.0,50.0,50.0,6,12
2023-12-17,Burger,46,Sunny,None,38.0,65.0,43.0,52.0,64.0,49.0,50.0,6,12
2023-12-17,Pizza,56,Sunny,None,46.0,38.0,65.0,43.0,52.0,64.0,49.0,6,12
2023-12-17,Burger,47,Sunny,Holiday,56.0,46.0,38.0,65.0,43.0,52.0,64.0,6,12
2023-12-17,Pasta,50,Rainy,None,47.0,56.0,46.0,38.0,65.0,43.0,52.0,6,12
2023-12-17,Pasta,53,Sunny,Festival,50.0,47.0,56.0,46.0,38.0,65.0,43.0,6,12
2023-12-17,Pizza,48,Sunny,None,53.0,50.0,47.0,56.0,46.0,38.0,65.0,6,12
2023-12-17,Pasta,53,Cloudy,Festival,48.0,53.0,50.0,47.0,56.0,46.0,38.0,6,12
2023-12-17,Pizza,48,Sunny,Festival,53.0,48.0,53.0,50.0,47.0,56.0,46.0,6,12
2023-12-17,Burger,50,Cloudy,Holiday,48.0,53.0,48.0,53.0,50.0,47.0,56.0,6,12
2023-12-17,Pizza,56,Cloudy,None,50.0,48.0,53.0,48.0,53.0,50.0,47.0,6,12
2023-12-17,Pizza,47,Sunny,None,56.0,50.0,48.0,53.0,48.0,53.0,50.0,6,12
2023-12-17,Pasta,57,Cloudy,Holiday,47.0,56.0,50.0,48.0,53.0,48.0,53.0,6,12
2023-12-17,Burger,64,Rainy,None,57.0,47.0,56.0,50.0,48.0,53.0,48.0,6,12
2023-12-17,Burger,43,Rainy,None,64.0,57.0,47.0,56.0,50.0,48.0,53.0,6,12
2023-12-17,Pizza,61,Sunny,Festival,43.0,64.0,57.0,47.0,56.0,50.0,48.0,6,12
2023-12-17,Pasta,48,Cloudy,None,61.0,43.0,64.0,57.0,47.0,56.0,50.0,6,12
2023-12-17,Burger,51,Sunny,None,48.0,61.0,43.0,64.0,57.0,47.0,56.0,6,12
2023-12-17,Pizza,51,Cloudy,None,51.0,48.0,61.0,43.0,64.0,57.0,47.0,6,12
2023-12-17,Burger,47,Sunny,None,51.0,51.0,48.0,61.0,43.0,64.0,57.0,6,12
2023-12-17,Pasta,66,Sunny,Holiday,47.0,51.0,51.0,48.0,61.0,43.0,64.0,6,12
2023-12-18,Pizza,52,Cloudy,Festival,66.0,47.0,51.0,51.0,48.0,61.0,43.0,0,12
2023-12-18,Pasta,55,Sunny,Festival,52.0,66.0,47.0,51.0,51.0,48.0,61.0,0,12
2023-12-18,Pasta,44,Cloudy,Festival,55.0,52.0,66.0,47.0,51.0,51.0,48.0,0,12
2023-12-18,Pizza,46,Cloudy,None,44.0,55.0,52.0,66.0,47.0,51.0,51.0,0,12
2023-12-18,Pasta,45,Sunny,None,46.0,44.0,55.0,52.0,66.0,47.0,51.0,0,12
2023-12-18,Pasta,44,Rainy,Festival,45.0,46.0,44.0,55.0,52.0,66.0,47.0,0,12
2023-12-18,Burger,43,Cloudy,None,44.0,45.0,46.0,44.0,55.0,52.0,66.0,0,12
2023-12-18,Pizza,52,Cloudy,Festival,43.0,44.0,45.0,46.0,44.0,55.0,52.0,0,12
2023-12-18,Burger,44,Sunny,Holiday,52.0,43.0,44.0,45.0,46.0,44.0,55.0,0,12
2023-12-18,Pasta,61,Rainy,None,44.0,52.0,43.0,44.0,45.0,46.0,44.0,0,12
2023-12-18,Burger,45,Sunny,Holiday,61.0,44.0,52.0,43.0,44.0,45.0,46.0,0,12
2023-12-18,Pizza,48,Sunny,Holiday,45.0,61.0,44.0,52.0,43.0,44.0,45.0,0,12
2023-12-18,Burger,52,Rainy,Holiday,48.0,45.0,61.0,44.0,52.0,43.0,44.0,0,12
2023-12-18,Pizza,47,Rainy,Festival,52.0,48.0,45.0,61.0,44.0,52.0,43.0,0,12
2023-12-18,Pasta,57,Cloudy,None,47.0,52.0,48.0,45.0,61.0,44.0,52.0,0,12
2023-12-18,Pasta,46,Cloudy,Festival,57.0,47.0,52.0,48.0,45.0,61.0,44.0,0,12
2023-12-18,Burger,58,Rainy,Holiday,46.0,57.0,47.0,52.0,48.0,45.0,61.0,0,12
2023-12-18,Burger,44,Cloudy,Holiday,58.0,46.0,57.0,47.0,52.0,48.0,45.0,0,12
2023-12-18,Pasta,56,Rainy,None,44.0,58.0,46.0,57.0,47.0,52.0,48.0,0,12
2023-12-18,Pizza,47,Cloudy,None,56.0,44.0,58.0,46.0,57.0,47.0,52.0,0,12
2023-12-18,Pasta,47,Sunny,Festival,47.0,56.0,44.0,58.0,46.0,57.0,47.0,0,12
2023-12-18,Pasta,55,Sunny,None,47.0,47.0,56.0,44.0,58.0,46.0,57.0,0,12
2023-12-18,Pasta,62,Rainy,Festival,55.0,47.0,47.0,56.0,44.0,58.0,46.0,0,12
2023-12-18,Pizza,51,Sunny,None,62.0,55.0,47.0,47.0,56.0,44.0,58.0,0,12
2023-12-18,Pasta,55,Cloudy,None,51.0,62.0,55.0,47.0,47.0,56.0,44.0,0,12
2023-12-18,Pasta,47,Rainy,Festival,55.0,51.0,62.0,55.0,47.0,47.0,56.0,0,12
2023-12-18,Burger,48,Cloudy,Festival,47.0,55.0,51.0,62.0,55.0,47.0,47.0,0,12
2023-12-18,Pizza,54,Rainy,Festival,48.0,47.0,55.0,51.0,62.0,55.0,47.0,0,12
2023-12-18,Burger,54,Sunny,None,54.0,48.0,47.0,55.0,51.0,62.0,55.0,0,12
2023-12-18,Pasta,52,Rainy,None,54.0,54.0,48.0,47.0,55.0,51.0,62.0,0,12
2023-12-18,Burger,57,Rainy,None,52.0,54.0,54.0,48.0,47.0,55.0,51.0,0,12
2023-12-18,Burger,61,Cloudy,None,57.0,52.0,54.0,54.0,48.0,47.0,55.0,0,12
2023-12-18,Pizza,39,Cloudy,Holiday,61.0,57.0,52.0,54.0,54.0,48.0,47.0,0,12
2023-12-18,Burger,42,Rainy,Holiday,39.0,61.0,57.0,52.0,54.0,54.0,48.0,0,12
2023-12-18,Pizza,42,Rainy,Holiday,42.0,39.0,61.0,57.0,52.0,54.0,54.0,0,12
